id,cuisine,ingredients
25457,italian,"['pepper', 'lettuce', 'onion', 'peppercorns', 'croutons', 'olives']"
22223,american,"['pecans', 'wheat', 'crust', 'sugar', 'whiskey', 'vanilla', 'butter', 'eggs']"
39542,italian,"['lemon', 'orange', 'sugar', 'water', 'corn']"
47690,mexican,"['tomatoes', 'pike', 'onions', 'salsa', 'cheese', 'cream', 'chili', 'eggs']"
23929,italian,"['basil', 'tomatoes', 'spinach', 'beans', 'carrots', 'leaves', 'oil', 'garlic', 'celery', 'salt', 'onion', 'cheese', 'parsley', 'rosemary', 'chicken', 'pasta', 'zucchini']"
36471,indian,"['saffron', 'sugar', 'water', 'nuts', 'rice', 'butter', 'raisins', 'clove', 'cardamom']"
39869,mexican,"['chocolate', 'mint', 'salt', 'sugar', 'water', 'cream', 'espresso', 'flour', 'cinnamon']"
14906,italian,"['oregano', 'rum', 'pepper', 'salt', 'sauce', 'cheese', 'parsley', 'oil', 'beef', 'fennel', 'eggs']"
10928,american,"['corn', 'flour', 'bacon', 'buttermilk']"
32072,american,"['basil', 'chili', 'flour', 'eggs', 'tomatoes', 'buttermilk', 'cheese', 'cornmeal', 'butter', 'bacon', 'turkey', 'whiskey', 'honey', 'pepper', 'salt', 'Sriracha', 'milk', 'soda']"
16209,mexican,"['tomatoes', 'cheese', 'scallions', 'chicken', 'corn', 'beans']"
19166,italian,"['gelatin', 'sugar', 'water', 'cream', 'vanilla', 'milk']"
14004,chinese,"['wine', 'noodles', 'salt', 'sugar', 'sauce', 'water', 'beansprouts', 'oil', 'chives', 'seeds']"
42660,indian,"['leaves', 'pepper', 'salt', 'black', 'nuts', 'ghee', 'cumin', 'rice', 'asafoetida', 'oil', 'mustard', 'seeds', 'coconut']"
17664,italian,"['chocolate', 'sugar', 'cream', 'ice', 'milk', 'liqueur', 'eggs']"
20711,thai,"['pepper', 'garlic', 'onion', 'sauce', 'chili', 'lime', 'milk', 'oil', 'kale']"
41637,mexican,"['tomatoes', 'seasoning', 'chiles', 'cheese', 'chicken', 'flour']"
45042,chinese,"['onions', 'garlic', 'salt', 'pepper', 'prawns']"
27959,chinese,"['turkey', 'garlic', 'salt', 'sugar', 'sauce', 'water', 'scallions', 'chili', 'rice', 'ginger', 'oil']"
11188,mexican,"['seasoning', 'tomatoes', 'tortillas', 'lettuce', 'cheese', 'beef']"
14593,italian,"['lemon', 'juice', 'pepper', 'shallots', 'salt', 'fillets', 'tarragon', 'water', 'cream', 'flour', 'eggs']"
15044,italian,"['vegetables', 'zucchini', 'sausages']"
22333,thai,"['chicken', 'coriander', 'shallots', 'garlic', 'pepper', 'sugar', 'sauce', 'salt', 'cumin', 'lime', 'milk', 'ginger', 'curry', 'cilantro']"
40745,american,"['pepper', 'salt', 'paprika', 'cheese', 'macaroni', 'milk', 'butter', 'mustard', 'flour']"
5399,japanese,"['saffron', 'bread', 'sugar', 'water', 'nuts', 'milk', 'ghee', 'cardamom']"
13922,american,"['salt', 'sugar', 'oil']"
25096,italian,"['basil', 'tomatoes', 'pepper', 'salt', 'oil', 'vinegar']"
21473,mexican,"['almonds', 'water', 'ice', 'rice', 'milk', 'coconut']"
8260,mexican,"['sauce', 'cheese', 'chicken', 'avocado', 'flour']"
273,greek,"['garlic', 'salt', 'water', 'parsley', 'oil', 'beans']"
2679,italian,"['basil', 'oregano', 'chicken', 'tomatoes', 'seasoning', 'pepper', 'onions', 'salt', 'sugar', 'garlic', 'oil']"
5475,thai,"['onions', 'garlic', 'lemongrass', 'water', 'sauce', 'mushrooms', 'lime', 'milk', 'Sriracha', 'rice', 'ginger', 'cilantro', 'zucchini']"
45638,italian,"['rolls', 'basil', 'tomatoes', 'pepper', 'garlic', 'salt', 'oil', 'vinegar', 'zucchini']"
8172,mexican,"['sauce', 'cheese', 'cream', 'chili', 'cumin', 'milk', 'lime', 'chicken', 'corn', 'eggs']"
39847,italian,"['pepper', 'garlic', 'salt', 'roast', 'oil']"
42164,american,"['potatoes', 'gelatin', 'dough', 'salt', 'sugar', 'water', 'whiskey', 'milk', 'ginger', 'butter', 'nutmeg', 'corn', 'cinnamon', 'eggs']"
30127,greek,"['basil', 'tomatoes', 'lemon', 'pepper', 'shallots', 'salt', 'onion', 'garlic', 'cumin', 'oil']"
18847,indian,"['tomatoes', 'coriander', 'onions', 'garlic', 'salt', 'turmeric', 'masa', 'fenugreek', 'rajma', 'chili', 'cumin', 'dhal', 'ginger', 'butter', 'oil', 'cilantro']"
8700,american,"['sage', 'pepper', 'onions', 'salt', 'paprika', 'stock', 'oil', 'vinegar', 'greens', 'cinnamon']"
7035,thai,"['curry', 'pepper', 'sugar', 'ginger', 'chicken', 'cilantro']"
15991,spanish,"['sirloin', 'oregano', 'cilantro', 'leaves', 'pepper', 'garlic', 'salt', 'onion', 'sauce', 'cumin', 'thyme', 'vinegar']"
10318,american,"['tomatoes', 'rum', 'pepper', 'salt', 'bacon']"
42269,chinese,"['salt', 'sugar', 'yeast', 'milk', 'oil', 'flour']"
27825,british,"['potatoes', 'pepper', 'salt', 'milk', 'flour', 'eggs']"
32431,italian,"['tomatoes', 'leaves', 'pepper', 'garlic', 'salt', 'thyme', 'oil']"
4057,italian,"['wine', 'broccoli', 'fusilli', 'tomatoes', 'pepper', 'onions', 'garlic', 'cheese', 'rosemary', 'oil', 'herbs']"
5223,mexican,"['tomatoes', 'beans', 'pepper', 'salsa', 'salt', 'oil', 'parsley', 'rice', 'lime', 'chicken', 'corn', 'avocado']"
38264,american,"['preserves', 'salt', 'sugar', 'cream', 'vanilla', 'flour', 'milk', 'peaches', 'eggs']"
31101,italian,"['basil', 'water', 'oil', 'flour', 'eggs']"
18042,american,"['turkey', 'sage', 'leaves', 'onions', 'celery', 'salt', 'onion', 'water', 'pepper', 'parsley', 'rice', 'fil', 'oil', 'flour']"
24026,indian,"['jaggery', 'tamarind', 'leaves', 'lemon', 'coriander', 'onions', 'turmeric', 'salt', 'yams', 'cumin', 'chili', 'methi', 'oil', 'mustard']"
48368,korean,"['carrots', 'pepper', 'onions', 'salt', 'mushrooms', 'garlic', 'rice', 'stock', 'ginger', 'oil', 'seeds', 'bacon']"
21923,french,"['onions', 'sauce', 'cheese']"
14019,american,"['buttermilk', 'flour', 'butter', 'cheese']"
34976,american,"['coconut', 'pecans', 'sugar', 'milk', 'vanilla', 'butter', 'cocoa', 'flour', 'eggs']"
15899,mexican,"['tamarind', 'tomatoes', 'chipotle', 'garlic', 'onion', 'salt', 'water', 'oil']"
30773,mexican,"['tomatoes', 'carrots', 'mint', 'celery', 'sauce', 'meatballs', 'chicken', 'corn']"
6904,mexican,"['orange', 'chipotle', 'salt', 'onion', 'lime', 'cucumber', 'avocado']"
41850,french,"['basil', 'yolk', 'sugar', 'cream', 'vanilla', 'thyme']"
38919,mexican,"['tomatoes', 'pepper', 'lettuce', 'salt', 'onion', 'sauce', 'cheese', 'onions', 'garlic', 'cumin', 'chili', 'soup', 'beef', 'beans', 'flour']"
38542,italian,"['seasoning', 'wheat', 'sauce', 'cheese', 'pepperoni']"
42640,italian,"['sage', 'spinach', 'mushrooms', 'sauce', 'cheese', 'chicken']"
42213,chinese,"['carrots', 'celery', 'garlic', 'sugar', 'sauce', 'water', 'salt', 'noodles', 'onion', 'ginger', 'oil', 'cabbage']"
49370,italian,"['wine', 'lemon', 'carrots', 'fillets', 'pepper', 'veal', 'onion', 'salt', 'garlic', 'parsley', 'oil', 'beef', 'flour']"
43895,mexican,"['oregano', 'leaves', 'pepper', 'garlic', 'salt', 'cumin', 'meat']"
45022,french,"['lemon', 'dough', 'salt', 'sugar']"
38163,mexican,"['leaves', 'orange', 'cotija', 'tortillas', 'onions', 'pork', 'sauce', 'cream', 'chili', 'stock', 'cumin', 'lard', 'cilantro']"
24367,british,"['tomatoes', 'red', 'carrots', 'pepper', 'pork', 'salt', 'leeks', 'sauce', 'parsley', 'rutabaga', 'oil', 'beef']"
42109,italian,"['rum', 'pepper', 'salt', 'sauce', 'cheese', 'cream', 'parsley', 'pasta']"
44854,american,"['leaves', 'pepper', 'onion', 'salt', 'sugar', 'stock', 'vinegar', 'greens', 'ham']"
42498,italian,"['basil', 'tomatoes', 'pepper', 'garlic', 'onion', 'sugar', 'salt', 'cheese', 'parsley', 'olives', 'lasagne', 'beef', 'fennel', 'eggs']"
10078,french,"['brandy', 'bread', 'wine', 'cognac', 'snails', 'pepper', 'garlic', 'salt', 'shallots', 'parsley', 'nutmeg', 'shells']"
39651,mexican,"['pepper', 'onion', 'strawberries', 'chili', 'lime', 'cilantro']"
47675,american,"['rum', 'pepper', 'pork', 'cream', 'parsley', 'eggs']"
14451,italian,"['basil', 'tomatoes', 'pepper', 'garlic', 'mushrooms', 'shrimp', 'cheese', 'linguine', 'parsley', 'oil']"
9309,greek,"['honey', 'lemon', 'water']"
32554,thai,"['onion', 'sugar', 'sauce', 'salt', 'chili', 'lime', 'cucumber', 'oil', 'cilantro']"
29958,italian,"['basil', 'tomatoes', 'lemon', 'garlic', 'mayonaise', 'mustard']"
16246,italian,"['pepper', 'broccoli', 'salt', 'cheese']"
20395,indian,"['fillets', 'pepper', 'oil', 'salt', 'tumeric', 'masa']"
35254,mexican,"['pineapple', 'cotija', 'orange', 'sauce', 'chili', 'lime', 'jicama', 'mango']"
24297,mexican,"['chuck', 'tortillas', 'onions', 'pepper', 'water', 'cream', 'cheese', 'cumin', 'chili', 'oil', 'vinegar', 'beef', 'flour']"
43485,italian,"['orange', 'steak', 'almonds', 'pepper', 'garlic', 'salt', 'olives', 'raisins']"
44411,italian,"['basil', 'tomatoes', 'vinaigrette', 'garlic', 'cheese', 'port', 'olives', 'ciabatta', 'mustard']"
24875,mexican,"['radishes', 'onions', 'celery', 'cream', 'cabbage', 'chickpeas', 'oregano', 'garlic', 'cumin', 'lime', 'chicken', 'oil', 'avocado', 'hominy', 'tortillas', 'pepper', 'salt', 'rice', 'cilantro']"
3722,italian,"['spinach', 'pepper', 'salt', 'paprika', 'cheese', 'milk', 'toast', 'flour', 'eggs']"
18266,indian,"['pepper', 'garlic', 'pork', 'salt', 'water', 'onions', 'turmeric', 'cumin', 'ginger', 'oil', 'vinegar', 'clove', 'cinnamon']"
27781,indian,"['saffron', 'tomatoes', 'amchur', 'coriander', 'pepper', 'garlic', 'salt', 'chile', 'water', 'masa', 'onions', 'cumin', 'stock', 'rice', 'ginger', 'oil', 'beans', 'cilantro']"
49095,spanish,"['peas', 'chicken', 'mussels', 'salt', 'seafood', 'rice', 'curry', 'pimentos']"
35493,japanese,"['fillets', 'onions', 'sugar', 'water', 'sauce', 'mirin', 'mustard', 'rice', 'oil', 'miso', 'seeds']"
20204,mexican,"['seasoning', 'tomatoes', 'dough', 'salsa', 'onions', 'water', 'sauce', 'cheese', 'olives', 'beef']"
30374,italian,"['bread', 'basil', 'tomatoes', 'garlic', 'salt', 'stock', 'oil']"
17479,american,"['cloves', 'juice', 'honey', 'orange']"
42147,french,"['wine', 'chicken', 'pepper', 'pork', 'salt', 'oil', 'mustard']"
31898,indian,"['saffron', 'curds', 'sugar', 'water', 'milk', 'cardamom']"
18695,chinese,"['coleslaw', 'pork', 'garlic', 'ginger', 'oil']"
29841,mexican,"['beef', 'cheese', 'tortillas']"
47340,italian,"['chocolate', 'salt', 'sugar', 'water', 'cream', 'milk', 'hazelnuts']"
38097,italian,"['chicken', 'spinach', 'fettucine', 'pepper', 'onions', 'garlic', 'salt', 'sauce', 'cheese', 'shrimp', 'oil']"
28781,italian,"['wine', 'seasoning', 'carrots', 'celery', 'leeks', 'garlic', 'macaroni', 'sauce', 'water', 'beans', 'zucchini']"
46826,american,"['tomatoes', 'seasoning', 'onions', 'pepper', 'sauce', 'rice', 'kielbasa']"
49580,mexican,"['tomatoes', 'chips', 'chipotle', 'garlic', 'salt', 'avocado', 'cumin', 'lime', 'oil', 'corn', 'beans', 'cilantro']"
7941,indian,"['curry', 'onions', 'salsa', 'milk', 'chicken']"
13184,american,"['basil', 'sage', 'oregano', 'tomatoes', 'chicken', 'onions', 'celery', 'pepper', 'salt', 'sauce', 'shrimp', 'garlic', 'allspice', 'thyme', 'rice', 'oil']"
35304,american,"['crawfish', 'leaves', 'seasoning', 'tomatoes', 'pepper', 'onions', 'garlic', 'celery', 'sauce', 'onion', 'crab', 'parsley', 'rice', 'sherry', 'butter', 'flour']"
3083,italian,"['onions', 'pepper', 'salt', 'mushrooms', 'sauce', 'cheese', 'parsley', 'beef', 'eggs']"
42860,japanese,"['salt', 'bonito', 'shrimp', 'sauce', 'mayonaise', 'scallions', 'Sriracha', 'oil', 'cabbage', 'flour', 'seeds', 'eggs']"
13393,mexican,"['tomatoes', 'onions', 'chili', 'lime', 'corn', 'cilantro']"
29269,mexican,"['pepper', 'onion', 'salt', 'sauce', 'cheese', 'chili', 'beef', 'beans', 'flour', 'cilantro']"
10715,mexican,"['tomatoes', 'seasoning', 'chuck', 'garlic', 'onion', 'cumin', 'beans']"
21167,american,"['garlic', 'chile', 'sauce', 'cheese', 'butter', 'grits', 'eggs']"
19027,french,"['bread', 'vinegar', 'garlic', 'cream', 'thyme', 'oil', 'mustard', 'beans']"
18783,french,"['saffron', 'shallots', 'garlic', 'scallops', 'salt', 'pepper', 'stock', 'milk', 'thyme', 'oil', 'fennel']"
45259,chinese,"['chicken', 'carrots', 'pepper', 'garlic', 'noodles', 'salt', 'sauce', 'onions', 'ginger', 'oil']"
18602,american,"['marshmallows', 'pecans', 'salt', 'sugar', 'vanilla', 'milk', 'butter', 'cocoa', 'flour', 'eggs']"
2861,american,"['okra', 'tomatoes', 'onions', 'pepper', 'salt', 'sugar', 'water', 'rice', 'oil', 'flour']"
13884,italian,"['saffron', 'wine', 'tomatoes', 'salt', 'onion', 'cheese', 'rice', 'stock', 'oil', 'fennel']"
28609,indian,"['chicken', 'pepper', 'garlic', 'salt', 'onion', 'sauce', 'fat', 'cumin', 'lime', 'chili', 'naan', 'ginger', 'masa', 'rice', 'cilantro']"
43326,american,"['oregano', 'onions', 'pepper', 'celery', 'garlic', 'oil', 'paprika', 'shrimp', 'salt', 'scallions', 'pork', 'rice', 'cayenne', 'chicken']"
3441,british,"['brandy', 'lemon', 'orange', 'suet', 'sugar', 'currant', 'apples', 'allspice', 'nutmeg', 'raisins', 'eggs']"
42863,american,"['potatoes', 'wine', 'pepper', 'salt', 'sugar', 'milk', 'thyme', 'butter']"
36080,thai,"['basil', 'carrots', 'steak', 'mint', 'pepper', 'salt', 'sugar', 'sauce', 'chile', 'scallions', 'lime', 'cucumber', 'oil', 'greens', 'cilantro']"
12293,american,"['chicken', 'rum', 'pepper', 'oil', 'corn', 'eggs']"
46481,mexican,"['beef', 'salt', 'sauce', 'cheese', 'cumin', 'rice', 'corn', 'beans']"
11506,spanish,"['saffron', 'sage', 'chorizo', 'onions', 'garlic', 'paprika', 'water', 'oil', 'beans', 'ham', 'bacon']"
12784,italian,"['bread', 'salt', 'milk', 'oil', 'flour', 'capers', 'eggs']"
11280,mexican,"['tomatoes', 'beans', 'onions', 'lettuce', 'salt', 'cream', 'cheese', 'chili', 'cumin', 'lime', 'rice', 'oil', 'vinegar', 'avocado', 'cilantro']"
44124,american,"['sage', 'leaves', 'lemon', 'pepper', 'garlic', 'salt', 'oil', 'sauce', 'buttermilk', 'thyme', 'rosemary', 'chicken', 'flour']"
30408,indian,"['spinach', 'onions', 'chili', 'mustard', 'turmeric', 'butter', 'corn', 'peas', 'leaves', 'garlic', 'cumin', 'oil', 'beans', 'potatoes', 'coriander', 'pepper', 'salt', 'milk', 'cilantro']"
39514,italian,"['pepper', 'pork', 'salt', 'oil']"
12410,british,"['red', 'garlic', 'salt', 'leeks', 'mace', 'milk', 'cabbage', 'bacon']"
4782,italian,"['potatoes', 'sage', 'garlic', 'onion', 'water', 'cream', 'chicken', 'kale', 'bacon']"
8508,french,"['asparagus', 'paprika', 'sauce', 'cheese', 'toast', 'eggs']"
43421,italian,"['basil', 'baguette', 'pepper', 'salt', 'cumin', 'oil', 'vinegar', 'zucchini']"
5935,mexican,"['lemon', 'salt', 'sugar', 'water', 'milk', 'vanilla', 'flour', 'eggs']"
3168,french,"['tomatoes', 'pepper', 'garlic', 'salt', 'onion', 'eggplant', 'oil', 'zucchini']"
10748,italian,"['tomatoes', 'seasoning', 'pepper', 'garlic', 'eggplant', 'mushrooms', 'water', 'salt', 'cheese', 'zucchini']"
4524,mexican,"['tomatoes', 'pepper', 'garlic', 'onion', 'salt', 'sauce', 'cheese', 'chili', 'cumin', 'beef', 'beans', 'flour']"
20761,indian,"['tomatoes', 'pepper', 'garlic', 'salt', 'onions', 'water', 'masa', 'tofu', 'oil', 'beans']"
38631,british,"['cloves', 'sugar', 'raisins', 'vanilla', 'ginger', 'butter', 'milk', 'molasses', 'flour', 'cinnamon', 'eggs']"
408,italian,"['orange', 'chips', 'sugar', 'vanilla', 'milk']"
13321,indian,"['coriander', 'cloves', 'pepper', 'cumin', 'nutmeg', 'cardamom', 'cinnamon']"
37567,american,"['salt', 'sugar', 'flour', 'vanilla', 'peaches', 'cinnamon']"
13196,korean,"['carrots', 'rib', 'onions', 'garlic', 'onion', 'sugar', 'sauce', 'pepper', 'mirin', 'oil']"
26454,american,"['yolk', 'salt', 'sugar', 'milk', 'vanilla', 'bananas', 'corn', 'liqueur', 'cinnamon']"
13198,british,"['croissants', 'cream', 'milk', 'butter', 'raisins', 'cinnamon', 'caster', 'eggs']"
5263,british,"['potatoes', 'lemon', 'pepper', 'onions', 'salt', 'mushrooms', 'paprika', 'cream', 'butter']"
14561,american,"['steak', 'pepper', 'salt', 'milk', 'oil', 'flour', 'eggs']"
47212,japanese,"['potatoes', 'shoyu', 'dashi', 'salt', 'water', 'prawns', 'mirin', 'oil', 'corn', 'flour']"
31111,american,"['sage', 'pepper', 'celery', 'onion', 'butter', 'chicken', 'bacon', 'eggs']"
32017,american,"['seasoning', 'rum', 'onions', 'garlic', 'onion', 'shrimp', 'cheese', 'mirlitons', 'ham', 'bacon']"
22721,chinese,"['shallots', 'tofu', 'vinegar', 'carrots', 'sauce', 'cucumber', 'seeds', 'garlic', 'dressing', 'mushrooms', 'scallions', 'chicken', 'oil', 'greens', 'sugar', 'water', 'rice', 'ginger']"
43602,greek,"['oregano', 'rum', 'pepper', 'garlic', 'onion', 'salt', 'water', 'lamb', 'parsley', 'oil', 'orzo', 'eggs']"
13375,american,"['seasoning', 'pepper', 'celery', 'mayonaise', 'milk', 'mustard', 'eggs']"
38198,american,"['ketchup', 'pepper', 'pork', 'salt', 'whiskey', 'sugar', 'sauce', 'horseradish']"
10681,american,"['lemon', 'oats', 'almonds', 'sugar', 'berries', 'butter', 'nutmeg', 'flour', 'cinnamon']"
5607,american,"['sage', 'pepper', 'garlic', 'onion', 'celery', 'sauce', 'water', 'shrimp', 'parsley', 'rice', 'thyme', 'beef', 'chives']"
5867,indian,"['saffron', 'coriander', 'pepper', 'salt', 'sugar', 'paprika', 'cumin', 'ginger', 'cinnamon']"
47391,mexican,"['chips', 'pepper', 'pork', 'lettuce', 'salsa', 'onions', 'cheese', 'cream', 'olives']"
29681,indian,"['mango', 'vinegar', 'pepper', 'onions', 'salt', 'sugar', 'water', 'garlic', 'ginger', 'raisins']"
15120,mexican,"['chips', 'pepper', 'salt', 'onion', 'lime', 'mango', 'avocado', 'cilantro']"
5198,italian,"['bread', 'oregano', 'rum', 'garlic', 'onion', 'mushrooms', 'sauce', 'cheese', 'butter', 'beef', 'eggs']"
10620,mexican,"['tomatoes', 'seasoning', 'onions', 'lettuce', 'salsa', 'cream', 'cheese', 'beef']"
11044,italian,"['okra', 'crackers', 'pepper', 'cheese', 'parsley', 'olives', 'salami', 'breadstick']"
29145,italian,"['wine', 'fronds', 'pepper', 'salt', 'leeks', 'cheese', 'butter', 'chicken', 'orzo', 'fennel']"
15266,american,"['tomatoes', 'pepper', 'salt', 'paprika', 'cornmeal', 'oil', 'eggs']"
37557,chinese,"['peas', 'pepper', 'noodles', 'onions', 'oil', 'sauce', 'garlic', 'mushrooms', 'chicken']"
9521,american,"['seasoning', 'leaves', 'lemon', 'baguette', 'juice', 'pepper', 'garlic', 'sauce', 'shrimp', 'beer', 'butter', 'oil', 'vinegar']"
24869,chinese,"['wine', 'pepper', 'garlic', 'salt', 'water', 'sauce', 'ginger', 'chicken', 'corn']"
1575,mexican,"['cotija', 'mayonaise', 'lime', 'butter', 'corn']"
46667,chinese,"['pepper', 'garlic', 'leeks', 'sauce', 'corn', 'tofu', 'scallions', 'chili', 'stock', 'rice', 'ginger', 'oil', 'beef', 'cilantro']"
30076,italian,"['pappardelle', 'salt', 'leeks', 'cheese', 'cream', 'thyme', 'oil', 'bacon']"
38633,italian,"['pancetta', 'tomatoes', 'carrots', 'ditalini', 'pepper', 'onions', 'celery', 'salt', 'water', 'rosemary', 'oil', 'beans']"
23172,british,"['brandy', 'peas', 'wine', 'pepper', 'garlic', 'salt', 'lamb', 'water', 'cheese', 'sauce', 'onions', 'milk', 'butter', 'flour']"
43546,american,"['potatoes', 'syrup', 'pecans', 'salt', 'sugar', 'buttermilk', 'ice', 'vanilla', 'butter', 'soda', 'flour', 'eggs']"
26928,italian,"['tomatoes', 'spinach', 'pepper', 'salt', 'onion', 'rosemary', 'chicken', 'beans', 'bacon']"
9594,chinese,"['sirloin', 'broccoli', 'sugar', 'sauce', 'oil']"
38788,mexican,"['beef', 'onions', 'garlic', 'salt', 'chile', 'water', 'cream', 'lard', 'masa', 'chicken', 'corn']"
37229,mexican,"['tequila', 'lemon', 'sugar', 'ice', 'lime']"
6365,italian,"['dressing', 'salt', 'zucchini']"
4022,american,"['oregano', 'okra', 'crawfish', 'leaves', 'pepper', 'garlic', 'salt', 'celery', 'shrimp', 'sausages', 'onions', 'oysters', 'rice', 'thyme', 'chicken', 'flour', 'meat']"
14028,mexican,"['tomatillos', 'chiles', 'pepper', 'garlic', 'onion', 'salt', 'apples', 'oil']"
40591,chinese,"['ketchup', 'onions', 'sauce', 'cheese', 'oil', 'mustard', 'beef', 'bacon']"
43179,american,"['pumpkin', 'pecans', 'crust', 'salt', 'sugar', 'milk', 'butter', 'nutmeg', 'flour', 'cinnamon', 'eggs']"
11135,british,"['brandy', 'soda', 'orange', 'cloves', 'salt', 'sugar', 'ginger', 'oil', 'molasses', 'flour', 'cinnamon', 'eggs']"
2064,thai,"['lemon', 'pepper', 'oil', 'salt', 'mayonaise', 'ice', 'honey', 'lime', 'Sriracha', 'chili', 'chicken', 'seeds']"
15133,french,"['carrots', 'sugar', 'butter', 'flour', 'cinnamon', 'eggs']"
10372,american,"['sage', 'seasoning', 'tomatoes', 'garlic', 'onion', 'rice', 'butter', 'chicken', 'beef']"
4163,american,"['sage', 'chicken', 'salt', 'buttermilk', 'sausages', 'thyme', 'milk', 'butter', 'soda', 'flour']"
32632,chinese,"['pepper', 'garlic', 'leeks', 'sugar', 'sauce', 'pork', 'tofu', 'scallions', 'chili', 'rice', 'stock', 'ginger', 'oil', 'corn', 'beans']"
14662,italian,"['pepper', 'celery', 'clams', 'water', 'liquid']"
31127,american,"['shortening', 'lemon', 'onions', 'pepper', 'salt', 'water', 'thyme', 'chicken', 'flour']"
35569,mexican,"['tomatoes', 'garlic', 'onion', 'salt', 'water', 'cumin', 'chili']"
17159,chinese,"['garlic', 'sugar', 'sauce', 'oil']"
17316,italian,"['salt', 'water', 'polenta', 'thyme', 'oil']"
17359,american,"['tomatoes', 'lemon', 'pepper', 'garlic', 'onion', 'salt', 'water', 'cream', 'cheese', 'shrimp', 'Sriracha', 'butter', 'grits', 'bacon']"
27390,thai,"['spinach', 'carrots', 'pepper', 'onions', 'peanuts', 'sauce', 'water', 'beansprouts', 'ginger', 'chicken', 'cilantro']"
45053,greek,"['salt', 'water', 'yeast', 'oil', 'flour']"
12679,chinese,"['basil', 'chicken', 'tamarind', 'tomatoes', 'mint', 'onions', 'garlic', 'shallots', 'sugar', 'water', 'sauce', 'shrimp', 'salt', 'chile', 'lime', 'noodles', 'ginger', 'oil']"
32453,mexican,"['oregano', 'carrots', 'pepper', 'celery', 'garlic', 'onion', 'water', 'broth', 'onions', 'cumin', 'chili', 'oil', 'beans']"
3485,mexican,"['pumpkin', 'sugar', 'milk', 'vanilla', 'cinnamon', 'eggs', 'coconut']"
594,italian,"['basil', 'salt', 'water', 'sauce', 'yeast', 'oil', 'corn', 'flour']"
10288,korean,"['radishes', 'pepper', 'garlic', 'salt', 'sugar', 'ginger', 'cucumber', 'chives', 'seeds']"
44975,mexican,"['tomatoes', 'salt', 'onion', 'chili', 'lime', 'avocado', 'cilantro']"
37879,italian,"['rolls', 'oregano', 'pork', 'onion', 'garlic', 'cheese', 'parsley', 'pepperoni', 'msg', 'eggs']"
41695,french,"['saffron', 'tomatoes', 'carrots', 'wheels', 'pepper', 'garlic', 'celery', 'onion', 'sauce', 'salt', 'fennel', 'parsley', 'stock', 'thyme', 'oil', 'beans']"
31442,indian,"['turmeric', 'garlic', 'sauce', 'cumin', 'chili', 'ginger', 'chicken', 'mustard']"
42039,greek,"['tomatoes', 'radishes', 'wheat', 'pepper', 'onion', 'cheese', 'parsley', 'cucumber', 'oil', 'vinegar']"
5619,greek,"['oregano', 'bouillon', 'pepper', 'garlic', 'onion', 'salt', 'parsley', 'nutmeg', 'cinnamon']"
21133,italian,"['celery', 'beef', 'flour', 'gnocchi', 'tomatoes', 'carrots', 'cheese', 'thyme', 'yolk', 'pork', 'garlic', 'onion', 'oil', 'potatoes', 'porcini', 'salt', 'water', 'parsley', 'milk']"
45622,italian,"['basil', 'tomatoes', 'seasoning', 'leaves', 'onions', 'garlic', 'pepper', 'mushrooms', 'spaghetti', 'celery', 'beef']"
21673,american,"['pepper', 'garlic', 'salt', 'sauce', 'cheese', 'macaroni', 'milk', 'mustard', 'flour']"
21895,thai,"['tomatoes', 'chuck', 'oil', 'onions', 'salt', 'sugar', 'garlic', 'milk', 'ginger', 'cayenne', 'curry']"
12561,italian,"['spinach', 'asparagus', 'oil', 'salt', 'onion', 'cheese', 'rice', 'chicken', 'nutmeg']"
5733,mexican,"['tomatoes', 'pepper', 'garlic', 'onion', 'salt', 'fat', 'chili', 'cumin', 'milk', 'butter', 'chicken', 'cocoa', 'cabbage', 'cinnamon']"
12347,american,"['sage', 'onions', 'rice', 'oil', 'beans']"
11079,italian,"['potatoes', 'leaves', 'dough', 'pepper', 'salt', 'onion', 'oil']"
44362,mexican,"['tomatoes', 'pepper', 'dressing', 'lettuce', 'cream', 'mayonaise', 'flour', 'bacon']"
17991,italian,"['pepper', 'onions', 'garlic', 'mushrooms', 'cream', 'scallions', 'oil', 'ziti']"
28541,mexican,"['pepper', 'onion', 'salt', 'lime', 'avocado', 'serrano', 'cilantro']"
28361,american,"['pepper', 'salt', 'paprika', 'mayonaise', 'relish', 'mustard', 'eggs']"
25689,american,"['chicken', 'pepper', 'celery', 'salt', 'onions', 'mayonaise', 'milk', 'oil', 'flour', 'pimentos']"
32400,mexican,"['tomatoes', 'seasoning', 'cream', 'doritos', 'cheese', 'milk', 'chicken']"
18606,italian,"['chocolate', 'coffee', 'yolk', 'sugar', 'ladyfingers', 'cream', 'mascarpone', 'cocoa']"
17916,mexican,"['oregano', 'cilantro', 'tomatoes', 'pepper', 'garlic', 'salt', 'sauce', 'oil', 'kale', 'beans']"
13249,italian,"['pepper', 'garlic', 'salt', 'oil', 'mustard']"
40656,japanese,"['potatoes', 'peas', 'chicken', 'carrots', 'pepper', 'garlic', 'salt', 'oil', 'onions', 'sauce', 'apples', 'stock', 'ginger', 'butter', 'curry', 'cocoa', 'flour']"
28039,greek,"['seasoning', 'tomatoes', 'rigatoni', 'pepper', 'garlic', 'salt', 'cheese', 'olives', 'oil', 'cauliflower', 'arugula']"
